Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"1,540,000 EGP",144.0,3.0,1 bathroom,9.0,2015.0,Broker,Side Street,Cash or Installments,Unknown,Basic,1540000.0,10694.44
"6,480,000 EGP",87.0,2.0,2 bathroom,1.0,2025.0,Developer,Garden,Cash or Installments,Installments Over 6,"Park, Installment",6480000.0,74482.76
"7,200,000 EGP",200.0,3.0,3 bathroom,1.0,2019.0,"36,000 EGP/M²",,,El Nakheel Compound,Basic,7200000.0,36000.0
"3,670,000 EGP",160.0,3.0,3 bathroom,3.0,2012.0,Broker,Other,Installments,Unknown,Basic,3670000.0,22937.5
"3,500,000 EGP",130.0,3.0,1 bathroom,4.0,2025.0,Broker,Main Street,Cash,Sixteenth Neighborhood,Basic,3500000.0,26923.08
"3,075,000 EGP",123.0,3.0,3 bathroom,3.0,2027.0,Broker,Main Street,Cash or Installments,كومبوندمتكامل الخدمات,Basic,3075000.0,25000.0
"5,850,000 EGP",196.0,3.0,3 bathroom,1.0,2024.0,Broker,Garden,Cash or Installments,Beverly Hills Compound,Basic,5850000.0,29846.94
"4,256,000 EGP",145.0,3.0,3 bathroom,2.0,2029.0,Broker,Main Street,Cash or Installments,Unknown,Basic,4256000.0,29351.72
"5,700,000 EGP",180.0,3.0,3 bathroom,3.0,2025.0,Broker,Other,Cash,Unknown,Basic,5700000.0,31666.67
"3,370,000 EGP",161.0,3.0,2 bathroom,1.0,2025.0,Broker,Other,Installments,Unknown,Basic,3370000.0,20931.68
"4,930,500 EGP",173.0,3.0,2 bathroom,3.0,2025.0,Broker,Other,Installments,Mashreq,Cash,4930500.0,28500.0
"7,400,000 EGP",260.0,4.0,3 bathroom,,2018.0,Private Owner,Garden,Cash,Unknown,Basic,7400000.0,28461.54
"5,596,422 EGP",93.0,1.0,1 bathroom,,2026.0,Broker,Garden,Cash or Installments,Long Beach –,Basic,5596422.0,60176.58
"8,000,000 EGP",230.0,4.0,4 bathroom,1.0,2024.0,Broker,Garden,Cash,Suleiman Al,Basic,8000000.0,34782.61
"950,000 EGP",95.0,3.0,1 bathroom,7.0,2015.0,Private Owner,Side Street,Cash,Unknown,Basic,950000.0,10000.0
"3,600,000 EGP",142.0,3.0,3 bathroom,,2027.0,Broker,Main Street,Cash or Installments,Address Home Compound,Basic,3600000.0,25352.11
"4,500,000 EGP",200.0,3.0,1 bathroom,5.0,2000.0,Broker,Main Street,Cash,El Higaz St,Basic,4500000.0,22500.0
"1,200,000 EGP",120.0,2.0,1 bathroom,,,EG-6601825,Side Street,Cash,Unknown,Basic,1200000.0,10000.0
"6,631,223 EGP",133.0,1.0,1 bathroom,,2026.0,Broker,Garden,Cash or Installments,Long Beach –,Basic,6631223.0,49858.82
"13,000,000 EGP",200.0,3.0,3 bathroom,3.0,2000.0,Private Owner,Main Street,Cash,شارع الروضة,Basic,13000000.0,65000.0
"5,500,000 EGP",107.0,3.0,2 bathroom,2.0,2024.0,Broker,Garden,Cash,Madinaty,Basic,5500000.0,51401.87
"7,500,000 EGP",210.0,3.0,2 bathroom,2.0,2025.0,Broker,Side Street,Cash,Zaid Ebn Haretha,Basic,7500000.0,35714.29
"7,500,000 EGP",132.0,3.0,2 bathroom,3.0,2025.0,Broker,Garden,Cash,Talaat Mostafa St.,Basic,7500000.0,56818.18
"4,500,000 EGP",170.0,3.0,3 bathroom,2.0,2026.0,Broker,Garden,Installments,Bait Al Watan,Basic,4500000.0,26470.59
"4,997,490 EGP",78.0,1.0,1 bathroom,2.0,2025.0,Broker,Garden,Installments,مدينتي,Basic,4997490.0,64070.38
"10,000,000 EGP",144.0,3.0,2 bathroom,2.0,2025.0,Broker,Main Street,Cash,كمبوند فيفث سكوير,Basic,10000000.0,69444.44
"5,400,000 EGP",160.0,2.0,2 bathroom,10.0,2016.0,Developer,Main Street,Cash,Unknown,تشطيب,5400000.0,33750.0
"4,745,000 EGP",130.0,3.0,1 bathroom,8.0,2025.0,Cash or Installments,Main Street,Cash or Installments,Unknown,Basic,4745000.0,36500.0
"8,700,000 EGP",205.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash or Installments,Sedki Suliman St.,Basic,8700000.0,42439.02
"4,040,000 EGP",160.0,3.0,3 bathroom,3.0,2027.0,Broker,Other,Installments,شمال بيت الوطن,Basic,4040000.0,25250.0
"11,000,000 EGP",200.0,3.0,2 bathroom,2.0,2025.0,Broker,Garden,Cash,مدينتي Madinaty,فيو,11000000.0,55000.0
"4,906,750 EGP",160.0,3.0,2 bathroom,2.0,2025.0,Broker,Other,Installments,كمبوند كابيتال هايتس,Basic,4906750.0,30667.19
"5,300,000 EGP",170.0,3.0,3 bathroom,2.0,2026.0,Broker,Other,Installments,القرنفل فيلات,Basic,5300000.0,31176.47
"4,000,000 EGP",230.0,3.0,3 bathroom,3.0,2026.0,Broker,Other,Installments,الحي الرابع,Basic,4000000.0,17391.3
"7,440,000 EGP",160.0,3.0,3 bathroom,10.0,2026.0,Broker,Main Street,Cash,Unknown,Basic,7440000.0,46500.0
"7,905,000 EGP",170.0,3.0,3 bathroom,9.0,2026.0,Broker,Main Street,Cash,Unknown,Basic,7905000.0,46500.0
"3,464,000 EGP",136.0,3.0,2 bathroom,3.0,2027.0,Broker,Garden,Installments,شمال بيت الوطن,Basic,3464000.0,25470.59
"6,500,000 EGP",168.0,3.0,1 bathroom,13.0,2027.0,Broker,Plaza,Cash or Installments,Muruj,Super Lux,6500000.0,38690.48
"5,200,000 EGP",128.0,2.0,3 bathroom,1.0,2027.0,Broker,Garden,Cash or Installments,Unknown,"Garden, Finished",5200000.0,40625.0
"2,681,000 EGP",85.0,2.0,1 bathroom,2.0,2025.0,Broker,Other,Installments,كمبوند سرايات القطامية,Basic,2681000.0,31541.18
"12,500,000 EGP",245.0,3.0,3 bathroom,3.0,2025.0,Broker,Garden,Cash,شارع 17,Basic,12500000.0,51020.41
"6,277,500 EGP",135.0,3.0,2 bathroom,9.0,2026.0,Broker,Main Street,Cash,Unknown,Basic,6277500.0,46500.0
"5,300,000 EGP",150.0,3.0,2 bathroom,3.0,2025.0,Broker,Other,Installments,اللوتس الجنوبيه,Basic,5300000.0,35333.33
"3,531,000 EGP",110.0,2.0,2 bathroom,3.0,2028.0,Broker,Main Street,Installments,Ahmed Zewail Rd,Basic,3531000.0,32100.0
"9,000,000 EGP",200.0,3.0,2 bathroom,4.0,2020.0,Broker,Club,Cash,Shooting Club Area,Basic,9000000.0,45000.0
"6,000,000 EGP",161.0,3.0,1 bathroom,13.0,2027.0,Broker,Plaza,Cash or Installments,Muruj,Super Lux,6000000.0,37267.08
"5,750,000 EGP",260.0,4.0,3 bathroom,2.0,2022.0,Broker,Main Street,Cash,المجاوره الرابعه,Basic,5750000.0,22115.38
"1,850,000 EGP",37.0,1.0,1 bathroom,1.0,2027.0,Broker,Garden,Installments,Unknown,Basic,1850000.0,50000.0
"7,068,000 EGP",152.0,3.0,2 bathroom,9.0,2026.0,Broker,Main Street,Cash,Unknown,Basic,7068000.0,46500.0
"6,100,000 EGP",200.0,3.0,3 bathroom,1.0,2025.0,Broker,Garden,Cash or Installments,Stone Residence,"Garden, Installment",6100000.0,30500.0
"2,860,000 EGP",52.0,1.0,1 bathroom,2.0,2027.0,Broker,Pool,Installments,Unknown,Basic,2860000.0,55000.0
"3,600,000 EGP",170.0,3.0,3 bathroom,1.0,2000.0,Broker,Side Street,Cash,Ahmed Oraby St,Basic,3600000.0,21176.47
"3,900,000 EGP",69.0,1.0,1 bathroom,1.0,2027.0,Broker,Main Street,Cash or Installments,New Zayed,Basic,3900000.0,56521.74
"2,800,000 EGP",165.0,3.0,2 bathroom,1.0,2026.0,Developer,Main Street,Cash or Installments,Diamond Project 8Th,Basic,2800000.0,16969.7
"2,380,000 EGP",119.0,3.0,1 bathroom,7.0,2027.0,Developer,Main Street,Installments,شارع عبده باشا,Basic,2380000.0,20000.0
"7,410,000 EGP",126.0,2.0,2 bathroom,2.0,2029.0,Broker,Lake,Installments,Valda Village,Basic,7410000.0,58809.52
"2,475,000 EGP",165.0,3.0,2 bathroom,5.0,2013.0,Developer,Main Street,Cash or Installments,Hadayek Al Ahram,Super Lux,2475000.0,15000.0
"3,000,000 EGP",142.0,3.0,2 bathroom,2.0,2025.0,Developer,Main Street,Cash,Entertainment District El,Basic,3000000.0,21126.76
"9,533,286 EGP",252.0,4.0,4 bathroom,1.0,2025.0,Broker,Main Street,Cash or Installments,Unknown,Basic,9533286.0,37830.5
"4,655,000 EGP",133.0,3.0,2 bathroom,1.0,2027.0,Broker,Main Street,Installments,Zahraa El Maadi,Installment,4655000.0,35000.0
"3,120,000 EGP",120.0,3.0,2 bathroom,2.0,2028.0,Broker,Main Street,Installments,Unknown,Basic,3120000.0,26000.0
